CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
H-300-14104-436788,2014-05-06,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-10-10,2014-06-15,2014-10-10,Lamb's Honey Farms,5129 Vincent Ave.,,Minneapolis,MN,55410,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5,48,13.41,Hour,Mohall,ND,Individual Employer
H-300-14104-460019,2014-05-02,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2015-02-15,2014-06-15,2015-02-15,RICKEY I. LIVINGOOD,428 MILLER STATION LN,N/A,CARLISLE,KY,40311,"ALS, INC",RAMON CERVANTES,LEXINGTON,KY,FARM WORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,10.1,Hour,CARLISLE,KY,Individual Employer
H-300-14104-466944,2014-06-06,H-2A,2014-04-14,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2014-06-20,2014-11-20,2014-06-20,2014-11-20,"Badillo Brothers, Inc.",15 NE 4th Street,P.O. Box 393,Fort Meade,FL,33841,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",44,36,9.87,Hour,Walstonburg,NC,H-2A Labor Contractor or Job Contractor
H-300-14104-502076,2014-05-15,H-2A,2014-04-21,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-10-31,2014-06-15,2014-10-31,Smith Fork Grazing Association,42153 U.S. Hwy 89,,Geneva,ID,83238,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,60,875,Month,Cokeville,WY,Association - Filing as Agent (H-2A Only)
H-300-14104-557577,2014-05-08,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-06,2014-12-31,2014-06-06,2014-12-31,RONNIE SHARP,238 STRONG BRANCH ROAD,,LIBERTY,KY,42539,Vicki Black H2A Agent,VICKI BLACK,YOSEMITE,KY,FARMWORKERS AND LABORERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,LIBERTY,KY,Individual Employer
H-300-14104-579794,2014-05-01,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-12-15,2014-06-02,2014-12-15,JUSTIN ENGELHART FARM,2520 95TH STREET SE,N/A,ZEELAND,ND,58581,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,EQUIPMENT OPERATOR,45-2091,Agricultural Equipment Operators,2,40,13.41,Hour,ZEELAND,ND,Individual Employer
H-300-14104-620964,2014-04-29,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-10-25,2014-06-01,2014-10-25,Rock Hill Farms,240 Jones Road,,Hurdle Mills,NC,27541,"LABOR SERVICES INTERNATIONAL, LLC",ELAINE TRUJILLO,HENDERSON,NC,General Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,9.87,Hour,Hurdle Mills,NC,Individual Employer
H-300-14104-658481,2014-04-28,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-15,2014-06-01,2014-11-15,Samuel M. Giles,673 W Giles Road,,Chatham,VA,24531,"LABOR SERVICES INTERNATIONAL, LLC",ELAINE TRUJILLO,HENDERSON,NC,General Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7,40,9.87,Hour,Chatham,VA,Individual Employer
H-300-14104-728747,2014-05-28,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-05-29,2014-12-10,2014-05-29,2014-12-10,F & F Companies,P.O. Box 694,1414 Hwy 36 East,Judsonia,AR,72081,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,48,9.87,Hour,Searcy,AR,Individual Employer
H-300-14104-807107,2014-05-14,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-20,2014-06-01,2014-11-20,CARTER HILL ORCHARD,73 CARTER HILL RD,,CONCORD,NH,03303,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,11.22,Hour,CONCORD,NH,Association - Filing as Agent (H-2A Only)
H-300-14104-915922,2014-07-08,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-05-15,2014-12-15,2014-05-15,2014-12-15,JOSE ANGEL CARRASCO,1922 W. CHERYLL AVENUE,,PORTERVILLE,CA,93257,GLOBAL LAW CENTERS,"William Kent, Esq.",Stanton,CA,LABORERS (STRAWBERRY HARVEST),45-2092,"Farmworkers and Laborers, Crop, Nursery, and",85,40,11.01,Hour,SALINAS,CA,H-2A Labor Contractor or Job Contractor
H-300-14104-995657,2014-05-02,H-2A,2014-04-14,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2015-01-25,2014-06-01,2015-01-25,BROOKDALE FRUIT FARM INC,38 BROAD ST,,HOLLIS,NH,03049,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,11.22,Hour,HOLLIS,NH,Association - Filing as Agent (H-2A Only)
H-300-14105-005021,2014-04-25,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-15,2014-06-01,2014-11-15,VOLANTE FARMS INC,292 FOREST ST,,NEEDHAM,MA,02492,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,11.22,Hour,NEEDHAM,MA,Association - Filing as Agent (H-2A Only)
H-300-14105-015454,2014-05-01,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-15,2014-06-01,2014-12-15,Glenn Stillman,1205 Barre Rd,,New Braintree,MA,01531,New England Apple Council,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,44,11.22,Hour,New Braintree,MA,Association - Filing as Agent (H-2A Only)
H-300-14105-043707,2014-05-16,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-11-19,2014-06-02,2014-11-19,JARMOC TOBACCO LLC,33 SCHOOL ST,,Enfield,CT,06082,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,45,11.22,Hour,ENFIELD,CT,Association - Filing as Agent (H-2A Only)
H-300-14105-052412,2014-05-02,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-11-15,2014-06-02,2014-11-15,NOWAK FARMS LLC,1361 SUFFIELD ST,,SUFFIELD,CT,06078,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,11.22,Hour,SUFFIELD,CT,Association - Filing as Agent (H-2A Only)
H-300-14105-099454,2014-04-29,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-01,2014-06-01,2014-11-01,PINELAND FARMS / GILLESPIE FARMS DIV,752 MAYALL ROAD,,NEW GLOUCESTER,ME,04260,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,44,11.22,Hour,NEW GLOUCESTER,ME,Association - Filing as Agent (H-2A Only)
H-300-14105-100448,2014-05-20,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2014-12-31,2014-06-25,2014-12-31,R L MATHIS FARMS,780 DOYLE RD.,,HICKORY,KY,42051,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",9,40,10.1,Hour,HICKORY,KY,Individual Employer
H-300-14105-150671,2014-05-12,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-15,2014-07-13,2014-06-15,2014-07-13,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",40,35,11.87,Hour,MATTAWA,WA,Association - Joint Employer (H-2A Only)
H-300-14105-150671,2014-05-12,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-15,2014-07-13,2014-06-15,2014-07-13,TAYLOR ORCHARDS LLC,23 S WENATCHEE AVE STE 222,,WENATCHEE,WA,98801,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",20,35,11.87,Hour,MATTAWA,WA,
H-300-14105-150671,2014-05-12,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-15,2014-07-13,2014-06-15,2014-07-13,"LAKEVIEW FARM, LLC",23 S WENATCHEE AVE STE 222,,WENATCHEE,WA,98801,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",20,35,11.87,Hour,MATTAWA,WA,
H-300-14105-162893,2014-05-23,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2015-01-01,2014-06-25,2015-01-01,CHERRY FARMS ASSOCIATION,1923 ELMOS RD,,WINGO,KY,42088,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,WINGO,KY,Individual Employer
H-300-14105-173547,2014-05-01,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-30,2014-06-01,2014-11-30,GIDEON PORTH,635 RIVER RD,,DEERFIELD,MA,01342,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,48,11.22,Hour,DEERFIELD,MA,Association - Filing as Agent (H-2A Only)
H-300-14105-287176,2014-07-16,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-18,2014-06-01,2014-11-18,"Reyes & Sons Farm, LLC",5075 Brogan Ave NE,,Salem,OR,97305,,,,,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,11.87,Hour,Salem,OR,Individual Employer
H-300-14105-292632,2014-04-29,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-10,2014-06-01,2014-11-10,LULL FARM,65 BROAD ST,,HOLLIS,NH,03049,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,48,11.22,Hour,HOLLIS,NH,Association - Filing as Agent (H-2A Only)
H-300-14105-299814,2014-05-13,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2015-01-10,2014-06-25,2015-01-10,CARRAWAY TOBACCO FARMS,1608 BAILEY RD,,MURRAY,KY,42071,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",15,40,10.1,Hour,MURRAY,KY,Individual Employer
H-300-14105-325759,2014-05-07,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-15,2014-06-01,2014-11-15,FLAT HILL ORCHARDS,321 ELMWOOD RD,,LUNENBURG,MA,01462,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,11.22,Hour,Lunenburg,MA,Association - Filing as Agent (H-2A Only)
H-300-14105-375601,2014-05-09,H-2A,2014-04-22,DETERMINATION ISSUED - CERTIFICATION,2014-06-06,2015-03-25,2014-06-06,2015-03-25,2J Donnell Livestock LLC,501 Highway 97 West,PO Box 539,Fowlerton,TX,78021,"DE MOTT, MCCHESNEY, CURTRIGHT AND ARMENDARIZ, LLP",FAYE KOLLY,SAN ANTONIO,TX,Ranch Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3,48,1200,Month,Fowlerton,TX,Individual Employer
H-300-14105-389842,2014-05-05,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-10-24,2014-06-01,2014-10-24,ATKINS FARMS,1150 WEST ST,,AMHERST,MA,01002,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,11.22,Hour,BELCHERTOWN,MA,Association - Filing as Agent (H-2A Only)
H-300-14105-415389,2014-04-25,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-01,2014-06-01,2014-12-01,LAVOIES FARM LLC,172 NARTOFF RD,,HOLLIS,NH,03049,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,"Farmworker and Laborer, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,11.22,Hour,HOLLIS,NH,Association - Filing as Agent (H-2A Only)
H-300-14105-417784,2014-05-06,H-2A,2014-04-17,DETERMINATION ISSUED - CERTIFICATION,2014-06-10,2015-06-09,2014-06-10,2015-06-09,"Wellsweep Ranches, LLC.",1826 Highway 394,,Craig,CO,81625,HIGH COUNTRY AGRICULTURAL SERVICES,KANDANCE KROPINAK,CRAIG,CO,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,45,750,Month,Craig,CO,Individual Employer
H-300-14105-459338,2014-05-22,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2014-12-31,2014-06-25,2014-12-31,CLAUDE TAYLOR FARMS,2205 STEPHANIE RD,,RUSSELLVILLE,KY,42276,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5,40,10.1,Hour,RUSSELLVILLE,KY,Individual Employer
H-300-14105-493395,2014-05-27,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-02,2014-11-20,2014-06-02,2014-11-20,SUPERIOR GROWERS LLC,"10170 W TROPICANA AVE, #156-313",,LAS VEGAS,NV,89147,"FONTES|FIGUEROA LAW GROUP, APC",MARTIN FONTES,SANTA ANA,CA,Picker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",20,40,11.01,Hour,Santa Ynez,CA,Individual Employer
H-300-14105-495140,2014-05-01,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2015-04-01,2014-06-01,2015-04-01,Francois Lessard,"(Street address) 3 St. Juste Road, St. Juste Checkpoint, Township",(Mailing address) P.O. Box 254 Jackman Maine USA 04945,Jackman,ME,04945,North Ridge Services D/B/A Lew Rioux Co.,Melinda Boucher,Fort Kent,ME,Delimber Operator,45-4022,Logging Equipment Operators,1,40,14,Hour,Various Unorganized townships,ME,H-2A Labor Contractor or Job Contractor
H-300-14105-524366,2014-05-13,H-2A,2014-04-17,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2015-06-14,2014-06-15,2015-06-14,"WHITE RIVER RANCH, LLC",2496 Rio Blanco County Road 8,,Meeker,CO,81641,HIGH COUNTRY AGRICULTURAL SERVICES,KANDANCE KROPINAK,CRAIG,CO,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,45,750,Month,Meeker,CO,Individual Employer
H-300-14105-572362,2014-05-20,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2014-12-15,2014-06-25,2014-12-15,JEREMY CARRAWAY,3202 DODD RD,,MURRAY,KY,42071,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,10.1,Hour,MURRAY,KY,Individual Employer
H-300-14105-664615,2014-04-30,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-09,2015-01-07,2014-06-09,2015-01-07,"RIVER BOTTOM TOBACCO FARM, INC",215 SCIFRES LANE,,HAWESVILLE,KY,42348,"RAY WILCOXSON, INC",WALTER WILCOXSON,HORSE CAVE,KY,"FARM WORKERS AND LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,12,Hour,"Hawesville, Ky and Hawesville",KY,Individual Employer
H-300-14105-668255,2014-05-02,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-17,2014-06-01,2014-12-17,OUT POST FARMS LLC,300 PRENTICE ST,,HOLLISTON,MA,01746,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1,40,11.22,Hour,HOLLISTON,MA,Association - Filing as Agent (H-2A Only)
H-300-14105-714081,2014-05-05,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-22,2014-06-01,2014-12-22,"R. BELANGER & SONS FARMS, INC.",262 COTTON RD,,LEWISTON,ME,04240,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2,40,11.22,Hour,lewiston,ME,Association - Filing as Agent (H-2A Only)
H-300-14105-909251,2014-05-13,H-2A,2014-04-15,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2014-12-20,2014-06-25,2014-12-20,BRAD MATHIS,330 CRESTON RD,,MELBER,KY,42069,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,MELBER,KY,Individual Employer
H-300-14106-122361,2014-05-06,H-2A,2014-04-22,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-11-30,2014-06-15,2014-11-30,"Daniels Produce, LLC",37831 205th Street,"mailing: 37831 205th Street , Columbus NE  68601",Columbus,NE,68601,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Harvest Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",54,40,13.41,Hour,Columbus,NE,Individual Employer
H-300-14106-134305,2014-05-12,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-16,2014-10-20,2014-06-16,2014-10-20,WASHINGTON FARM LABOR ASSOCIATION,8830 TALLON LANE NE SUITE C,,LACEY,WA,98516,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",24,40,11.87,Hour,ROYAL CITY,WA,Association - Joint Employer (H-2A Only)
H-300-14106-134305,2014-05-12,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-16,2014-10-20,2014-06-16,2014-10-20,KS ORCHARDS INC,PO BOX 1254,,ROYAL CITY,WA,99357,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",10,40,11.87,Hour,ROYAL CITY,WA,
H-300-14106-134305,2014-05-12,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-16,2014-10-20,2014-06-16,2014-10-20,NEW ROYAL BLUFF LLC,PO BOX 1148,,ROYAL CITY,WA,99357,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7,40,11.87,Hour,ROYAL CITY,WA,
H-300-14106-134305,2014-05-12,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-16,2014-10-20,2014-06-16,2014-10-20,PALO ALTO ORCHARD,9430 NE 31ST,,BELLEVUE,WA,98004,,,,,FARM WORKER/LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7,40,11.87,Hour,ROYAL CITY,WA,
H-300-14106-170720,2014-05-23,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-17,2014-11-01,2014-06-17,2014-11-01,"Gillmor Farms, Inc.",8423 N. State Rd. 53,,Tiffin,OH,44883,"CCH BOOKKEEPING, INC.",YOLANDA CELAYA,LAKE PLACID,FL,Harvest worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",42,36,11.63,Hour,Tiffin,OH,H-2A Labor Contractor or Job Contractor
H-300-14106-220646,2014-04-30,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-10-31,2014-06-01,2014-10-31,"WESTWARD ORCHARDS,  INC.",90 OAK HILL RD,,HARVARD,MA,01451,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,Farmworker and Laborer Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,48,11.22,Hour,HARVARD,MA,Association - Filing as Agent (H-2A Only)
H-300-14106-233905,2014-05-29,H-2A,2014-04-18,DETERMINATION ISSUED - CERTIFICATION,2014-06-28,2014-12-19,2014-06-28,2014-12-19,Kamuf Tobacco Company LLC,5311 Old Lyddane Bridge Road,,Owensboro,KY,42301,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",14,40,10.1,Hour,Owensboro,KY,Association - Filing as Agent (H-2A Only)
H-300-14106-239210,2014-05-02,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-05-31,2015-02-12,2014-05-31,2015-02-12,JOHN SENTELL FARMS,2502 Highland DR,,Lamesa,TX,79331,STATE SERVICES CORPORATION,IRAM JAFRI,WINDSOR,,AGRICULTURAL EQUIPMENT OPERATOR,45-2091,Agricultural Equipment Operators,3,48,10.86,Hour,Lamesa,TX,Individual Employer
H-300-14106-242380,2014-05-02,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-18,2014-06-01,2014-12-18,Honey Pot Orchards,138 Sudbury rd,,stow,MA,01775,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,11.22,Hour,stow,MA,Association - Filing as Agent (H-2A Only)
H-300-14106-303538,2014-05-13,H-2A,2014-04-17,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-10,2014-06-01,2014-11-10,"AGRIMACS, INC.",169 Pateros Mall,"mailing: PO Box 446 , Pateros WA  98846",Pateros,WA,98846,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Orchard Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",50,40,11.87,Hour,Orondo,WA,H-2A Labor Contractor or Job Contractor
H-300-14106-419396,2014-04-29,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2014-12-31,2014-06-25,2014-12-31,JARED DONALDSON FARMS,1343 NANCE RD,,HICKORY,KY,42051,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,40,10.1,Hour,HICKORY,KY,Individual Employer
H-300-14106-457592,2014-05-15,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-24,2015-01-20,2014-06-24,2015-01-20,DONNIE JONES & SONS,4411 CROSS PLAINS RD,,WHITE HOUSE,TN,37188,"KY. FARMERS AID, INC",MELISSA GREEN,MURRAY,KY,FARM WORKER/ LABORER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3,40,10.1,Hour,WHITE HOUSE,TN,Individual Employer
H-300-14106-472273,2014-04-30,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-12-18,2014-06-01,2014-12-18,"CARLSON ORCHARDS, INC",115 OAK HILL RD,P.O. Box 359,HARVARD,MA,01451,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",8,40,11.22,Hour,HARVARD,MA,Association - Filing as Agent (H-2A Only)
H-300-14106-511308,2014-05-07,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-03,2014-07-11,2014-06-03,2014-07-11,SERVICIOS AGRICOLAS MEX INC.,15368 W WESTVIEW DR,,Goodyear,AZ,85395,Western Growers,JASON RESNICK,Irvine,CA,General Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",81,35,9.97,Hour,Litchfield Park,AZ,Association - Filing as Agent (H-2A Only)
H-300-14106-536337,2014-05-01,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-06-01,2014-08-17,2014-06-01,2014-08-17,Drew Brandt Construction Inc.,1303 Sherman Ave,,Ackley,IA,50601,THE BERNARD FIRM P.L.C.,Aaron Bernard,Iowa Falls,IA,Farm Work/ Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",24,40,12.22,Hour,Sigourney,IA,H-2A Labor Contractor or Job Contractor
H-300-14106-629429,2014-04-29,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-01,2014-11-01,2014-06-01,2014-11-01,PATTERSON FARM LLC,159 MONTAGUE RD,,SUNDERLAND,MA,01375,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4,48,11.22,Hour,SUNDERLAND,MA,Association - Filing as Agent (H-2A Only)
H-300-14106-694673,2014-05-27,H-2A,2014-04-18,DETERMINATION ISSUED - CERTIFICATION,2014-06-25,2014-12-10,2014-06-25,2014-12-10,Terry Thurston,4298 State Route 1820,,Melber,KY,42069,Agriculture Workforce Management Association,Donna Carpenter,LEXINGTON,KY,"FARM WORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6,40,10.1,Hour,Melber,KY,Association - Filing as Agent (H-2A Only)
H-300-14106-724455,2014-05-01,H-2A,2014-04-16,DETERMINATION ISSUED - CERTIFICATION,2014-06-15,2014-10-31,2014-06-15,2014-10-31,"EMERALD VALLEY RANCHES, LLC",PO BOX 717,498 WEST PRESQUE ISLE RD.,CARIBOU,ME,04736,,,,,"Farm Laborer, crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",104,40,11.22,Hour,Caribou,ME,Individual Employer
